id|tipo_publicacao|texto_publicacao_evento|ano_publicacao_evento|link_externo|link_text|arquivo_anexo|titulo|autor|imagem_capa
45|Paper|BARBOSA, Rogério Jerônimo; MARSCHNER DE BRITO, Murillo Alves; FERRARI, Diogo; SILVA, Patrick; PRATES, Ian Andrade; BARONE, Leonardo Sangali. Entrevista: Ciências Sociais, Censo e Informação quantitativa no Brasil: entrevista com Elza Berquó e Nelson do Valle Silva.Novos Estudos/Cebrap (Impresso), v. 95, p.143-155.|2012.0|||189-novos-estudos-cebrap-95-entrevista-elza-e-nelson.pdf|||
46|Presentation|BARBOZA, Danilo Praxedes; GODOY, Samuel Ralize. Superando o ‘calcanhar metodológico’? Mapeamento e evolução recente da formação em métodos de pesquisa na pós-graduação em Ciência Política no Brasil. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2016.0|||705-SD_2014_Barbosa_Samuel_157-482-1-PB.pdf|||
47|Paper|BERTELLI, Giordano B. Antropofagia: uma viagem (anti)identitária? Lugar Comum (UFRJ), v. 1, Maio/2016, p. 61-80.|2016.0|http://uninomade.net/wp-content/files_mf/1463586866LCAntropofagia;%20uma%20viagem%20(anti)identit%C3%A1ria%20-%20Giovani%20B.%20Bertelli.pdf%20%20|Source||||
48|Paper|BERTELLI, Giordano. Confissões de um sociólogo, aprendiz de historiador (ou vice-versa): aspectos das relações entre sociologia e história em uma pesquisa sobre Oswald de Andrade. História e Cultura, v. 3, p. 266-283, 2014.|2014.0|||1291-bertelli_historia_cultura_2014_31063-5054-3-PB.pdf|||
49|Paper|COELHO. V. S. P. Abordagens qualitativas e quantitativas na avaliação de políticas públicas. Métodos de Pesquisa em Ciências Sociais. Bloco Quantitativo, 2016. SESC São Paulo-Cebrap, p. 76-99.|2016.0|https://issuu.com/centrodepesquisaeformacao/docs/00_e-book_-_bloco_quantitativo|Source||||
50|Paper|KIRSCHBAUM, Charles. Shifts in control disciplines and rescaling as a response to network governance failure: the BCJ case, Brazil.Policy & Politics, V. 43, N.3, July/2015, p. 443-458. DOI: http://dx.doi.org/10.1332/030557315X14362557123183|2015.0|http://www.ingentaconnect.com/content/tpp/pap/2015/00000043/00000003/art00008|Source||||
51|Paper|KIRSCHBAUM, Charles; HOELZ, José Carlos. A confiança em situações ambivalentes e incongruentes: a utilização de vinhetas como método exploratório. RAM. Revista de Administração Mackenzie (Online), v. 15, N.3, p. 42-68, 2014.|2014.0|||877-kirschbaum_2014_RAM_6243-29967-1-PB-c1.pdf|||
52|Paper|KIRSCHBAUM, Charles; SAKAMOTO, Cristina; VASCONCELOS, Flávio C. Conflito e improvisação por Design: a metáfora do Repente. Revista Organizações & Sociedade, V. 21, N. 68 (2014)|2014.0|||680-artigo_kirschbaum_et_al_2014_ROES.pdf|||
53|Paper|KIRSCHBAUM, Charles. Decisões entre pesquisas quali e quanti sob a perspectiva de mecanismos causais. Revista Brasileira de Ciências Sociais, v.28, n.82, São Paulo, Junho/2013.|2013.0|http://dx.doi.org/10.1590/S0102-69092013000200011%20|Source||||
54|Paper|KIRSCHBAUM, Charles. ; IWAI, Tatiana. Teoria dos Jogos e Micro-Sociologia: Avenidas de Colaboração. RAC. Revista de Administração Contemporânea, Curitiba, v. 15, n.1, p. 138-157, Jan-Fev/2011.|2011.0|http://www.anpad.org.br/periodicos/arq_pdf/a_1154.pdf|Source||||
55|Paper|"MARQUES, Eduardo. ""Dossier: Tutoring Methods and Policy. Where do recent paths take us?” National Association of Graduate Studies and Research in Social Sciences (ANPOCS), 2006. Revista Brasileira de Ciências Sociais, 2007."|2007.0|||DossieFinal.pdf|||
56|Paper|MARQUES, Eduardo; FERREIRA, Maria Paula; FUSARO, Edgard R.; MINUCI, Elaine G. “A methodology for estimating nationwide settlements.” In: Social indicators for housing policies. Brasília: Ministério das Cidades, 2007.|2007.0|||CEMassentMCidades.pdf|||
57|Paper|PRIORI, Josimar ; TONELLA, Celene. Ação coletiva e movimentos sociais: em busca de uma metodologia analítica. Política & Sociedade (Online), v. 13, p. 305, 2014.|2014.0|||J.Priori_2014_37836-125489-1-SM.pdf|||
58|Paper|SILVA, Késia Anastácio Alves da; CUNHA, José Marcos Pinto da; ALONSO, Raquel Maria de; FARIAS, Luiz.  Crescimento das cidades médias e interiorização da migração: realidade ou mito?. Revista GEOgrafias- Dossiê Migrações, v. 1, p. 25-40, 2017.|2017.0|http://www.igc.ufmg.br/portaldeperiodicos/index.php/geografias/article/view/974|Source||||
59|Paper|ALMEIDA, R. R. M. ; D´ANDREA, Tiarajú. Poverty and social networks in a São Paulo slum. Novos Estudos, São Paulo, v. 68, p. 94-106, 2004.|2004.0|||Art_Ronaldo_Tiaraju.pdf|||
60|Paper|AMRITH, Megha. Tentative friendships among low-income migrants in São Paulo’s commercial districts. Urban Studies, Feb/2016 (Published online before print), 15p.|2016.0|http://usj.sagepub.com/content/early/2016/02/18/0042098016631907.abstract|Source||||
61|Paper|AMRITH, Megha. Pathways to urban citizenship for low-income migrants in São Paulo. Citizenship Studies, August/2015.|2015.0|http://dx.doi.org/10.1080/13621025.2015.1023260|Source||||
62|Paper|ARAÚJO, Victor; FLORES, Paulo. Redistribuição de renda, pobreza e desigualdade territorial no Brasil. Revista de Sociologia e Política (ISSN: 0104-4478, versão impressa/1678-9873, versão online), v. 25, n. 63, 2017 p. 159-182.|2017.0|http://revistas.ufpr.br/rsp/article/view/55524/33583|Source||||
63|Paper|ARRETCHE, Marta; FUSARO, Edgard; GOMES, Sandra. Democracia, políticas sociais e pobreza no Brasil. Trabalho apresentado 8o. Encontro Associação Brasileira de Ciência Política Gramado, RS - 1-4 de agosto de 2012.|2012.0|||arretche_fusaro_gomes_ABCP_2012.pdf|||
64|Paper|BICHIR, R. M. Looking at the gateway to the income transfer programs: São Paulo and Salvador, Bahia. Análise & Dados, v. 19, p. 993-1008, 2010.|2010.0|||RenataBichir_BA&D.pdf|||
65|Paper|BICHIR, R. M.The Bolsa Familia in the spotlight? The current challenges of income transfer programs . Novos Estudos CEBRAP (Impresso), v. 87, p. 114-129, 2010.|2010.0|||bichir_novosestudos.pdf|||
66|Paper|FELTRAN, Gabriel de Santis. Resenha: A atualidade de A espoliação urbana. Novos Estudos Cebrap/Blog, Out/2017.|2017.0|http://novosestudos.uol.com.br/a-atualidade-de-a-espoliacao-urbana%c2%b9/|Source||||
67|Paper|"GOMES, Sandra. ""Vínculos"" e ""nós"" no centro da explicação da pobreza urbana. Revista Brasileira de Ciência Sociais, vol.27 no.78, São Paulo, Feb. 2012."|2012.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092012000100012&lng=en&nrm=iso|Source||||
68|Paper|GONÇALVES, Renata; SARAIVA, Camila. Social vulnerability, urban segregation and intra-regional inequalities (Salvador, Rio de Janeiro e São Paulo). Relatório de pesquisa, 2007.|2007.0|||Relatorio_final1.zip|||
69|Paper|MARQUES, Eduardo Cesar Leão. Resenha: A espoliação urbana e o campo dos estudos urbanos no Brasil. Novos Estudos Cebrap/Blog, Out/2017.|2017.0|http://novosestudos.uol.com.br/a-espoliacao-urbana-e-o-campo-dos-estudos-urbanos-no-brasil%C2%B9/|Source||||
70|Paper|MARQUES, Eduardo. Urban Poverty, Segregation and Social Networks in São Paulo and Salvador, Brazil. International Journal of Urban and Regional Research (Print), v. 1, p. n/a-n/a, 2016. DOI: 10.1111/1468-2427.12300|2016.0|http://onlinelibrary.wiley.com/doi/10.1111/1468-2427.12300/abstract;jsessionid=71FEEDCF9800D11EAC3041735C9CCF6A.f02t01|Source||||
71|Paper|MARQUES, Eduardo. Poverties, urban spaces and States in Latin-American metropolises. Opening Plenary at RC21 CONFERENCE 2013: Resourceful cities, Berlin (Germany), 29-31 August 2013. Humboldt-University Berlin, Institute for Social Science, Dept. for Urban and Regional Sociology.|2013.0|||475-berlin_edu_conference_ago_2013).pdf|||
72|Paper|MARQUES, Eduardo Cesar Leão. Pobreza, sociabilidade e tipos de redes sociais em São Paulo e Salvador. Visioni Latinoamericane, v. 8, p. 42-59, 2013.|2013.0|||273-Marques_VisioniLA_8_2013.pdf|||
73|Paper|MARQUES, Eduardo. State Institutions, Power, and Social Networks in Brazilian Urban Policies. Latin American Research Review, v. 47, p. 27-50, 2012.|2012.0|||1225-eduardomarques_larr_2012(1).pdf|||
74|Paper|MARQUES, Eduardo C.L. Latin-American metropolises, poverty and the State in comparative and historical perspective. Presented at An International Conference Paris, France: 20-21 June 2012. The International Network for the Study of Advanced Urban Marginality.|2012.0|||eduardo_marques_paris_2012.pdf|||
75|Paper|MARQUES, Eduardo; CASTELLO, Graziela; BICHIR, Renata M.  Redes Pessoais e Vulnerabilidade Social em São Paulo e Salvador. Revista USP, Dossiê Redes Sociais, n. 92, pp. 32-45, dez./2011-fev./2012.|2012.0|||1223-marques_castelo_bichir_revistausp_92_2012_34881-40906-1-SM.pdf|||
76|Paper|MARQUES, E. C.; BICHIR, R.; CASTELO, G; MOYA, M.E. Social Networks, Poverty and Neighborhoods in Two Brazilian Cities. Article presented in the “XVII ISA World Congress of Sociology”, event held in Gothenburg, Sweden, in June, 2010.|2010.0|||gotemburgo.pdf|||
77|Paper|MARQUES, E. C. Searching for the relational mechanism behind poverty and inequality. Presented at the Seminar on Urban Outcasts research network, held in Edinburgh in 2010.|2010.0|||mechanisms_networks.pdf|||
78|Paper|MARQUES, E. C. ¿Como son las redes de los individuos en situación de pobreza en el Brasil urbano? Redes, Revista Hispana para el Análisis de Redes Sociales. , v.18, p.219 - 251, 2010.|2010.0|||Emarques_2009.doc|||
79|Paper|MARQUES, E. C. Do networks matter for access to goods and services obtained outside markets? Paper presented at the 33rd Annual Meeting of ANPOCS (National Association of Graduate Studies and Research in Social Sciences), Caxambu-MG, from October26 to 30, 2009.|2009.0|||anpocs2009.pdf|||
80|Paper|MARQUES, E. C. How are networks of individuals in poverty in Urban Brazil? Paper presented at the National Meeting of ANPUR - 2009 - Florianópolis-SC.|2009.0|||anpur2009.pdf|||
81|Paper|MARQUES, E. C. Social networks matter for poverty. Article presented in “LASA 2009: Rethinking Inequalities. XXVIII International Congress of the Latin American Studies Association (LASA),” June 11-14, 2009.|2009.0|||artigolasa2009.pdf|||
82|Paper|MARQUES, E. C. Do social networks matter for the urban poor? Revista Dados, Vol. 52, No 2, de 2009.|2009.0|||dados2009.pdf|||
83|Paper|MARQUES, E. C; BICHIR, R.; MOYA, M.E.; ZOPPI, M.; PANTOJA, I.; PAVEZ, T. Personal Network and Urban Poverty: Preliminary Findings. Brazilian Review of Political Science, v2, n1, January - June 2008.|2008.0|||BPSR_v2_n1_jun2008_01.pdf|||
84|Paper|MARQUES, Eduardo - Space and social groups at the turn of century (download arquivo - 988 KB) -Seminar on social structure and spatial segregation – São Paulo, Rio de Janeiro e Paris, São Paulo - SP, 2004.|2004.0|||grupos_edu.pdf|||
85|Paper|MARQUES, Eduardo e SARAIVA, Camila - The social dynamics of slums in the metropolitan region of São Paulo (download arquivo - 285 KB) - Seminar on social structure and spatial segregation - São Paulo, Rio de Janeiro and Paris, São Paulo - SP, 2004.|2004.0|||favelas_edu.pdf|||
86|Paper|MARQUES, Eduardo e BICHIR, Renata M. - Public investment, infrastructure and urban periphery production in São Paulo (download arquivo - 1.858 KB) - In: Revista Espaço e Debates, nº 42, 2001.|2001.0|||marques_bichir_esp_deb.pdf|||
87|Paper|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Personal Networks and Poverty in São Paulo.” In: DIAS, L. (Org.) The use of social networks in the Humanities. Florianópolis: Ed. da UFSC, 2007. National Association of Graduate Studies and Research in Social Sciences (ANPOCS), 2007.|2007.0|||Anpocs2007ColetivoFinal.pdf|||
88|Paper|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Personal Networks and Poverty: Preliminary Considerations for Public Policies.” Paper presented at the International Conference “Urban justice and sustainability,” International Sociological Association/RC21, Vancouver, Canada, 2007.|2007.0|||marques.pdf|||
89|Paper|MOYA, Maria Encarnacion; MARQUES, Eduardo. Échanges sociaux et mécanismes relationnels à São Paulo et Salvador. Brésil(s). Sciences humaines et sociales, n.3, 2013.|2013.0|http://www.msh-paris.fr/news/news/article/bresils-sciences-humaines-et-sociales-n3-heterotopies-urbaines/|Source||||
90|Paper|TORRES, Haroldo da Gama; Marques, Eduardo; Ferreira, Maria Paula; Bitar, Sandra. Poverty and Space: Patterns of Segregation in São Paulo. (Download arquivo - 330 KB) - Paper presented at the seminar Spatial Segregation in Latin America. Austin, Texas. November 15-16, 2002.|2002.0|||marques.pdf|||
91|Paper|TORRES, Haroldo e BICHIR, Renata. Residential segregation in São Paulo: consequences for urban policies. (Download arquivo - 633 KB) - Text presented at the “Conference on spatial differentiation and governance in the Americas,” held in Texas from November 17-19, 2005. Mimeo.|2005.0|||Texas_ing_final-c1.pdf|||
92|Paper|TORRES, Haroldo da Gama; BICHIR, Renata Mirandola e PAVEZ, Thais. “A different kind of poverty? Changes in consumption pattern of low-income population.” Revista Novos Estudos. São Paulo: Cebrap, mar. 2006, n.74, p.17-22.|2006.0|||haroldo_renata_thais_uma_pobreza_diferente.pdf|||
93|Paper|TORRES, Haroldo da Gama e MARQUES, E. - Poverty and spatial distribution of social groups in the metropolis of São Paulo (download arquivo - 630 KB) Cadernos Adenauer, 2004, no prelo, São Paulo-SP.|2004.0|||Adenauer-ed-har.pdf|||
94|Paper|TORRES, Haroldo da Gama e MARQUES, E. - Population size of the São Paulo slums. Or large numbers and the bankruptcy of the debate on the mainland (download arquivo - 225 KB) - Paper for presentation at the Meeting of the Brazilian Association for Population Studies - Ouro Preto - MG, 2002.|2002.0|||abep2002.pdf|||
95|Paper|TORRES, Haroldo da Gama e MARQUES, E. - Reflections on hyperperiphery: old and new faces of poverty in the surrounding metropolitan (download arquivo - 1021 KB) - Brazilian magazine of Urban and Regional Studies, n.4, 2001.|2001.0|||torres_marques.pdf|||
96|Paper|TORRES, Haroldo da Gama, MARQUES, Eduardo e SARAIVA, Camila - Slums in São Paulo: population estimates for the years 1991, 1996 and 2000 (download arquivo - 398 KB) - Paper presented at the X meeting of the National Association of Urban and Regional Planning (ANPUR) - Belo Horizonte -MG - Brazilian Magazine of Urban and Regional Studies , vol 5, nº 1, 2003.|2003.0|||anpur2003_RBEUR.pdf|||
97|Paper|TORRES, Haroldo da Gama - Social policies for the urban poor: the role of population information (download arquivo - 333 KB) - UNFPA Country Support Team for Latin America and the Caribbean - Working Papers Series CST/ LAC Nº 24, 2002.|2002.0|||torres_unfpa.pdf|||
98|Paper|TORRES, Haroldo da Gama; MARQUES, Eduardo; FERREIRA, Maria Paula; BITAR, Sandra. - Poverty and Space: patterns of segregation in São Paulo. (Download arquivo - 255 KB) - Article published in the Journal of the Institute for Advanced Studies, IEA - USP 17 (47), 2003.|2003.0||||||
99|Paper|ALONSO, Angela; FREIRE, Carlos Eduardo Torres; MARQUES, Eduardo; NOBRE, Marcos; ALMEIDA, Maria Hermínia Tavares de; FIORE, Mauricio. Novos estudos entrevista Fernando Haddad. Novos Estudos, n. 103, p. 11-31, Novembro/2015.|2015.0|||1341-entrevista_novos_estudos_fernando_haddad_2015.pdf|||
