id|tipo_publicacao|texto_publicacao_evento|ano_publicacao_evento|link_externo|link_text|arquivo_anexo|titulo|autor|imagem_capa
12|Artigo|VASCONCELOS-OLIVEIRA, M. C. Culturas, públicos, processos de aprendizado: possibilidades e lógicas plurais. Políticas Culturais em Revista, v. 02, p. 1, 2010.|2010.0|http://www.portalseer.ufba.br/index.php/pculturais/article/view/4271/3348|Fonte||||
13|Artigo|SCHLEGEL, Rogerio. Raízes do Brasil, 1936: o estatismo orgânico como contribuição original. Revista Brasileira de Ciências Sociais (Online), v. 32, n.93, p. 1-37, 2017.|2017.0|http://www.scielo.br/scielo.php?pid=S0102-69092017000100511&script=sci_abstract&tlng=en|Fonte||||
14|Artigo|"TAKAHASHI, Henrique Yagui.""Capítulo 4, Versículo 3”: o “crime” na teologia dos Racionais MC’s. Apresentado no seminário CEM/Cebrap ""Território, crime e ordenamento social nas margens da cidade"" realizado no dia 18/05/2012."|2012.0|||takahashi_capitulo_4_versiculo_3_o_crime_na_teologia_do_racionais_mcs.pdf|||
15|Artigo|XAVIER, Ismail. Corrosão social, pragmatismo e ressentimento: vozes dissonantes no cinema brasileiro de resultados. Revista Novos Estudos. São Paulo: Cebrap, jul. 2006, n.75, p.139-155.|2006.0|||ismail_corrosao_social.pdf|||
16|Artigo|ALMEIDA, R. R. M. e D´ANDREA, Tiarajú - Pobreza e Redes Sociais em uma Favela Paulistana. Novos Estudos, São Paulo, v. 68, p. 94-106, 2004.|2004.0|||Art_Ronaldo_Tiaraju.pdf|||
17|Artigo|FELTRAN, G. S. . O legítimo em disputa: as fronteiras do mundo do crime nas periferias de São Paulo. Dilemas: Revista de Estudos de Conflito e Controle Social, v. 1, p. 93-126, 2008.|2008.0|||1290-Dilemas1Art4_gabriel_2008_Dilemas.pdf|||
18|Artigo|GALDEANO, Ana Paula; FELTRAN, Gabriel S. As periferias de São Paulo: novas dinâmicas e conflitos. Contraste, v. 3, p. 124-133, 2014.|2014.0||||||
19|Artigo|MARQUES, Eduardo Cesar Leão; SARAIVA, C. Urban integration or reconfigured inequalities? Analyzing housing precarity in São Paulo, Brazil. HABITAT INTERNATIONAL, v. 69, Nov/2017, p. 18-26.|2017.0|http://www.sciencedirect.com/science/article/pii/S0197397517304897|Fonte||||
20|Artigo|MARQUES, Eduardo e SARAIVA, Camila - A dinâmica social das favelas da região metropolitana de São Paulo ( download arquivo - 285 KB ) - Seminário sobre estrutura social e segregação espacial – São Paulo, Rio de Janeiro e Paris, São Paulo - SP, 2004.|2004.0|||favelas_edu.pdf|||
21|Artigo|MARQUES, Eduardo; FERREIRA, Maria Paula; FUSARO, Edgard R.; MINUCI, Elaine G. Uma metodologia para a estimação de assentamentos precários em nível nacional. In: Indicadores sociais para políticas habitacionais. Brasília: Ministério das Cidades, 2007.|2007.0|||CEMassentMCidades.pdf|||
22|Artigo|PAVEZ, Thais. Ação pública e transformação de vínculos sociais em uma comunidade segregada. Trabalho apresentado no 5º encontro da ABCP de 26 a 29 de Julho de 2006.|2006.0|||ThaisPavez_seminarioCEM.pdf|||
23|Artigo|POSTIGO, E. L. G. A Construção Social Das Favelas No Rio De Janeiro (Brasil) Como Territórios De Violência. Revista Latinoamericana de Seguridad Ciudadana, v. 15, p. 113-125, 2014.|2014.0|||1055-1592-5882-1-PB_evelin_postigo_V.15_dez_2014.pdf|||
24|Artigo|TORRES, Haroldo da Gama e MARQUES, E . - Tamanho populacional das favelas paulistanas. Ou os grandes números e a falência do debate sobre a metrópole (download arquivo - 225 KB) - Paper para a apresentação no Encontro da Associação Brasileira de Estudos Populacionais - Caxambu - MG, 2002.|2002.0|||abep2002.pdf|||
25|Artigo|BERQUÓ, Elza; BARBOSA, Regina; KALCKMANN, Suzana; STEIN, Zena. Notes on the female condom: experiences in Brazil.United Kingdon: International Journal do STS & Aids, 18 (261-266), 2007.|2007.0|http://ijsa.rsmjournals.com/cgi/content/abstract/18/4/261|Fonte||||
26|Artigo|BERQUÓ, Elza e CAVENAGHI, Suzana. “Fecundidade em declínio: breve nota sobre a redução no número médio de filhos por mulher no Brasil.” Revista Novos Estudos. São Paulo:Cebrap, mar. 2006, no.74, p.11-15.|2006.0|||elza_berquo_fecundidade_em_declinio.pdf|||
27|Artigo|GUIMARÃES, N. A. ; ALVES DE BRITO, M. M. ; BARONE, L.S. Mercantilização no feminino: a visibilidade do trabalho das mulheres no Brasil. Revista Brasileira de Ciências Sociais (Online), v. 90, p. 17-38, 2016.|2016.0|http://www.scielo.br/scielo.php?pid=S0102-69092016000100017&script=sci_abstract&tlng=pt|Fonte||||
28|Artigo|GUIMARÃES, Nadya Araújo - Laboriosas, mas redundantes: gênero e mercado de trabalho no Brasil dos 90 ( download arquivo - 302 KB ) Revista Estudos Feministas, vol.9, n. 1, 2001.|2001.0|||Laboriosas_Nadya.pdf|||
29|Apresentação|BICHIR, R.M. & FERREIRA, M.P. & TORRES, H.G. – “Jovens no Município de São Paulo: explorando o efeito das relações de vizinhança”. Texto apresentado no XI Encontro Nacional da Anpur, Salvador, 23-27 de Maio de 2005.|2005.0|||artigoAnpur_versaosite.pdf|||
30|Artigo|FELTRAN, Gabriel de Santis. Diário intensivo: a questão do 'adolescente em conflito com a lei', em contexto. Revista Brasileira Adolescência e Conflitualidade. São Paulo, UNIBAN, v. 1, p. 01-44, 2011.|2011.0|||92-feltran_diario_intensivo_revista_bras_adolesc_conflitualidade_2011.pdf|||
31|Artigo|"LEITE, Elenice M. - Relatório final de pesquisa ( download arquivo - 510 KB ) Grupo Jovem, Projeto ""Desemprego: abordagem institucional e biográfica: uma comparação Brasil, França, Japão"", USP/CEM/SEADE/CEBRAP, 2002."|2002.0|||Relatorio_jovens_Nadya-final.pdf|||
32|Artigo|ALONSO, Angela e COSTA, Valeriano - Para uma sociologia dos conflitos ambientais no Brasil ( download arquivo - 212 KB ) - in Alimonda, Héctor (org.) Ecologia Política. Naturaleza, Sociedad y Utopia, Buenos Aires, CLACSO, 2002.|2002.0|||Angela.pdf|||
33|Artigo|ALONSO, A. and COSTA, V. Ciências Sociais e Meio Ambiente no Brasil: um balanço bibliográfico. Revista Brasileira de Informações Bibliográficas em Ciências Sociais – BIB. São Paulo: ANPOCS, n. 53, 2002, pp. 35-78.|2002.0|http://www.anpocs.org/portal/index.php?option=com_docman&task=cat_view&gid=131&Itemid=435|Fonte||||
34|Artigo|ALONSO, A. e COSTA, V. The dynamics of public hearings for environmental licensing: the case of the Sao Paulo ring road.Cornwall, Andrea e Coelho, Vera Schattan (ed.). New Democratic Spaces? IDS Bulletin. V. 35, No. 2, 2004.|2004.0|http://www.cebrap.org.br/v1/template.php?area=7&pagina=31&item_biblio=85|Fonte||||
35|Artigo|ALVES, Humberto Prates da Fonseca. Desigualdade ambiental no município de São Paulo: análise da exposição diferenciada de grupos sociais a situações de risco ambiental através do uso de metodologias de geoprocessamento. Revista Brasileira de Estudos de População, São Paulo, v.24, n.2, pp. 301-306, jul/dez. 2007. ISSN 0102-3098.|2007.0||||||
36|Apresentação|ALVES, Humberto e TORRES, Haroldo. Pobreza e Risco Ambiental em São Paulo: uma análise de famílias e domicílios em situação de vulnerabilidade sócio-ambiental. (download arquivo - 1870 KB) - Trabalho apresentado no Seminário “População e Meio Ambiente: metodologias de abordagem”, realizado em 10 de novembro de 2005 em Campinas-SP, 2005.|2005.0|||Artigo_Biro_e_Haroldo_Seminario_ABEP.pdf|||
37|Apresentação|ALVES, Humberto P. F. Vulnerabilidade sócio-ambiental na metrópole paulistana: uma análise das situações de sobreposição espacial de problemas e riscos sociais e ambientais. (download arquivo - 800 KB) - Anais do XI Encontro da Associação Nacional de Pós-graduação e Pesquisa em Planejamento Urbano e Regional (ANPUR), Salvador-BA, maio de 2005.|2005.0|||Artigo_Humberto_Alves___XI_ENANPUR.pdf|||
38|Artigo|ALVES, H. e TORRES, H. “Vulnerabilidade socioambiental na Cidade de São Paulo: uma análise de famílias e domicílios em situação de pobreza e risco ambiental”. Revista São Paulo em Perspectiva, São Paulo, volume 20, número 1 – jan./mar. 2006. ISSN 0102-8839.|2006.0||||||
39|Artigo|ANDRADE, Julia Cossermelli de. Pierre Monbeig, um francês diante da geografia do movimento: um estudo sobre a obra Pioneiros e fazendeiros do Estado de São Paulo. Revista do IEB. São Paulo: IEB e Editora 34, n. 52, p. 43-68, 2011.|2011.0|http://www.ieb.usp.br/publicacao/revista-do-ieb-n-52|Fonte||||
40|Artigo|OLIVEIRA, Maria Aparecida e ALVES, Humberto. Expansão Urbana e Desmatamento nas Áreas Protegidas por Legislação Ambiental na Região Metropolitana de São Paulo. (download arquivo - 700 KB) - Trabalho apresentado no Seminário “População e Meio Ambiente: metodologias de abordagem”, realizado em 10 de novembro de 2005 em Campinas – SP.|2005.0|||Artigo_Cida_e_Biro__Seminario_Abep.pdf|||
41|Artigo|TORRES, Haroldo da Gama - Migration and the environment: A view from the Brazilian Metropolitan areas In: Hogan, D., Berquó, E. and COSTA, H.M. Population and Environment in Brazil . Campinas, CNPD/ABEP/NEPO.(download arquivo - 100 KB), 2002.|2002.0|||ldan_haroldo2.pdf|||
42|Artigo|TORRES, Haroldo & ALVES, Humberto & OLIVEIRA, Maria Aparecida de . - São paulo Peri-Urban Dynamics: Some social causes and enviromental consequences. (download arquivo - 554 KB) - Paper apresentado no XXV International Population Conference, Tours-França, 18-23 de julho de 2005.|2005.0|||iussp2005s50266.pdf|||
43|Artigo|ALVES DE BRITO, Murillo Marschner. Uso da entrevista na pesquisa empírica. Métodos de Pesquisa em Ciências Sociais. Bloco Quantitativo, 2016 (*). SESC São Paulo-Cebrap, p. 32-51.|2016.0|https://issuu.com/centrodepesquisaeformacao/docs/00_e-book_-_bloco_quantitativo|Fonte||||
44|Artigo|BARBERIA, L. G. ; GODOY, S. R. ; BARBOZA, D. P. Novas perspectivas sobre o 'calcanhar metodológico': o ensino de métodos de pesquisa em Ciência Política no Brasil. Teoria & Sociedade (UFMG), v. 22, p. 156-184, 2015.|2015.0|http://www.fafich.ufmg.br/revistasociedade/index.php/rts/article/view/198|Fonte||||
45|Artigo|BARBOSA, Rogério Jerônimo; MARSCHNER DE BRITO, Murillo Alves; FERRARI, Diogo; SILVA, Patrick; PRATES, Ian Andrade; BARONE, Leonardo Sangali. Entrevista: Ciências Sociais, Censo e Informação quantitativa no Brasil: entrevista com Elza Berquó e Nelson do Valle Silva.Novos Estudos/Cebrap (Impresso), v. 95, p.143-155.|2012.0|||189-novos-estudos-cebrap-95-entrevista-elza-e-nelson.pdf|||
46|Apresentação|BARBOZA, Danilo Praxedes; GODOY, Samuel Ralize. Superando o ‘calcanhar metodológico’? Mapeamento e evolução recente da formação em métodos de pesquisa na pós-graduação em Ciência Política no Brasil. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2016.0|||705-SD_2014_Barbosa_Samuel_157-482-1-PB.pdf|||
47|Artigo|COELHO. V. S. P. Abordagens qualitativas e quantitativas na avaliação de políticas públicas. Métodos de Pesquisa em Ciências Sociais. Bloco Quantitativo, 2016. SESC São Paulo-Cebrap, p. 76-99.|2016.0|http://uninomade.net/wp-content/files_mf/1463586866LCAntropofagia;%20uma%20viagem%20(anti)identit%C3%A1ria%20-%20Giovani%20B.%20Bertelli.pdf%20%20|Fonte||||
48|Artigo|BERTELLI, Giordano B. Antropofagia: uma viagem (anti)identitária? Lugar Comum (UFRJ), v. 1, Maio/2016, p. 61-80.|2014.0|||1291-bertelli_historia_cultura_2014_31063-5054-3-PB.pdf|||
49|Artigo|BERTELLI, Giordano. Confissões de um sociólogo, aprendiz de historiador (ou vice-versa): aspectos das relações entre sociologia e história em uma pesquisa sobre Oswald de Andrade. História e Cultura, v. 3, p. 266-283, 2014.|2016.0|https://issuu.com/centrodepesquisaeformacao/docs/00_e-book_-_bloco_quantitativo|Fonte||||
50|Artigo|KIRSCHBAUM, Charles. Shifts in control disciplines and rescaling as a response to network governance failure: the BCJ case, Brazil.Policy & Politics, V. 43, N.3, July/2015, p. 443-458. DOI: http://dx.doi.org/10.1332/030557315X14362557123183|2015.0|http://www.ingentaconnect.com/content/tpp/pap/2015/00000043/00000003/art00008|Fonte||||
51|Artigo|KIRSCHBAUM, Charles; HOELZ, José Carlos. A confiança em situações ambivalentes e incongruentes: a utilização de vinhetas como método exploratório. RAM. Revista de Administração Mackenzie (Online), v. 15, N.3, p. 42-68, 2014.|2014.0|||877-kirschbaum_2014_RAM_6243-29967-1-PB-c1.pdf|||
52|Artigo|KIRSCHBAUM, Charles; SAKAMOTO, Cristina; VASCONCELOS, Flávio C. Conflito e improvisação por Design: a metáfora do Repente. Revista Organizações & Sociedade, V. 21, N. 68 (2014)|2014.0|||680-artigo_kirschbaum_et_al_2014_ROES.pdf|||
53|Artigo|KIRSCHBAUM, Charles. Decisões entre pesquisas quali e quanti sob a perspectiva de mecanismos causais. Revista Brasileira de Ciências Sociais, v.28, n.82, São Paulo, Junho/2013.|2013.0|http://dx.doi.org/10.1590/S0102-69092013000200011%20|Fonte||||
54|Artigo|KIRSCHBAUM, Charles. ; IWAI, Tatiana. Teoria dos Jogos e Micro-Sociologia: Avenidas de Colaboração. RAC. Revista de Administração Contemporânea, Curitiba, v. 15, n.1, p. 138-157, Jan-Fev/2011.|2011.0|http://www.anpad.org.br/periodicos/arq_pdf/a_1154.pdf|Fonte||||
55|Artigo|MARQUES, Eduardo. “Dossiê: Métodos e Explicações da Política. Para onde nos levam os caminhos recentes?” Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais (ANPOCS), 2006. Revista Brasileira de Ciências Sociais, 2007.|2007.0|||DossieFinal.pdf|||
56|Artigo|MARQUES, Eduardo; FERREIRA, Maria Paula; FUSARO, Edgard R.; MINUCI, Elaine G. “Uma metodologia para a estimação de assentamentos precários em nível nacional.” In: Indicadores sociais para políticas habitacionais. Brasília: Ministério das Cidades, 2007.|2007.0|||CEMassentMCidades.pdf|||
57|Artigo|PRIORI, Josimar ; TONELLA, Celene. Ação coletiva e movimentos sociais: em busca de uma metodologia analítica. Política & Sociedade (Online), v. 13, p. 305, 2014.|2014.0|||J.Priori_2014_37836-125489-1-SM.pdf|||
58|Artigo|SILVA, Késia Anastácio Alves da; CUNHA, José Marcos Pinto da; ALONSO, Raquel Maria de; FARIAS, Luiz.  Crescimento das cidades médias e interiorização da migração: realidade ou mito?. Revista GEOgrafias- Dossiê Migrações, v. 1, p. 25-40, 2017.|2017.0|http://www.igc.ufmg.br/portaldeperiodicos/index.php/geografias/article/view/974|Fonte||||
59|Artigo|ALMEIDA, R. R. M. ; D´ANDREA, Tiarajú. Pobreza e redes sociais em uma favela paulistana. Novos Estudos, São Paulo, v. 68, p. 94-106, 2004.|2004.0|||Art_Ronaldo_Tiaraju.pdf|||
60|Artigo|AMRITH, Megha. Tentative friendships among low-income migrants in São Paulo’s commercial districts. Urban Studies, Feb/2016 (Published online before print), 15p.|2016.0|http://usj.sagepub.com/content/early/2016/02/18/0042098016631907.abstract|Fonte||||
61|Artigo|AMRITH, Megha. Pathways to urban citizenship for low-income migrants in São Paulo. Citizenship Studies, August/2015.|2015.0|http://dx.doi.org/10.1080/13621025.2015.1023260|Fonte||||
62|Artigo|ARAÚJO, Victor; FLORES, Paulo. Redistribuição de renda, pobreza e desigualdade territorial no Brasil. Revista de Sociologia e Política (ISSN: 0104-4478, versão impressa/1678-9873, versão online), v. 25, n. 63, 2017 p. 159-182.|2017.0|http://revistas.ufpr.br/rsp/article/view/55524/33583|Fonte||||
63|Artigo|ARRETCHE, Marta; FUSARO, Edgard; GOMES, Sandra. Democracia, políticas sociais e pobreza no Brasil. Trabalho apresentado 8o. Encontro Associação Brasileira de Ciência Política Gramado, RS - 1-4 de agosto de 2012.|2012.0|||arretche_fusaro_gomes_ABCP_2012.pdf|||
64|Artigo|BICHIR, R. M. Analisando a porta de entrada aos programas de transferência de renda: São Paulo e Salvador. Bahia Análise & Dados, v. 19, p. 993-1008, 2010.|2010.0|||RenataBichir_BA&D.pdf|||
65|Artigo|BICHIR, R. M. O Bolsa Família na berlinda? Os desafios atuais dos programas de transferência de renda .Novos Estudos CEBRAP (Impresso), v. 87, p. 114-129, 2010.|2010.0|||bichir_novosestudos.pdf|||
66|Artigo|FELTRAN, Gabriel de Santis. Resenha: A atualidade de A espoliação urbana. Novos Estudos Cebrap/Blog, Out/2017.|2017.0|http://novosestudos.uol.com.br/a-atualidade-de-a-espoliacao-urbana%c2%b9/|Fonte||||
67|Artigo|"GOMES, Sandra. ""Vínculos"" e ""nós"" no centro da explicação da pobreza urbana. Revista Brasileira de Ciência Sociais, vol.27 no.78, São Paulo, Feb. 2012."|2012.0|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092012000100012&lng=en&nrm=iso|Fonte||||
68|Artigo|GONÇALVES, Renata; SARAIVA, Camila. Vulnerabilidade social, segregação urbana e desigualdades intra-regionais (Salvador, Rio de Janeiro e São Paulo). Relatório de pesquisa. 2007.|2007.0|||Relatorio_final1.zip|||
69|Artigo|MARQUES, Eduardo Cesar Leão. Resenha: A espoliação urbana e o campo dos estudos urbanos no Brasil. Novos Estudos Cebrap/Blog, Out/2017.|2017.0|http://novosestudos.uol.com.br/a-espoliacao-urbana-e-o-campo-dos-estudos-urbanos-no-brasil%C2%B9/|Fonte||||
70|Artigo|MARQUES, Eduardo. Urban Poverty, Segregation and Social Networks in São Paulo and Salvador, Brazil. International Journal of Urban and Regional Research (Print), v. 1, p. n/a-n/a, 2016. DOI: 10.1111/1468-2427.12300|2016.0|http://onlinelibrary.wiley.com/doi/10.1111/1468-2427.12300/abstract;jsessionid=71FEEDCF9800D11EAC3041735C9CCF6A.f02t01|Fonte||||
71|Artigo|MARQUES, Eduardo. Poverties, urban spaces and States in Latin-American metropolises. Opening Plenary at RC21 CONFERENCE 2013: Resourceful cities, Berlin (Germany), 29-31 August 2013. Humboldt-University Berlin, Institute for Social Science, Dept. for Urban and Regional Sociology.|2013.0|||475-berlin_edu_conference_ago_2013).pdf|||
72|Artigo|MARQUES, Eduardo Cesar Leão. Pobreza, sociabilidade e tipos de redes sociais em São Paulo e Salvador. Visioni Latinoamericane, v. 8, p. 42-59, 2013.|2013.0|||273-Marques_VisioniLA_8_2013.pdf|||
73|Artigo|MARQUES, Eduardo. State Institutions, Power, and Social Networks in Brazilian Urban Policies. Latin American Research Review, v. 47, p. 27-50, 2012.|2012.0|||1225-eduardomarques_larr_2012(1).pdf|||
74|Artigo|MARQUES, Eduardo C.L. Latin-American metropolises, poverty and the State in comparative and historical perspective. Presented at An International Conference Paris, France: 20-21 June 2012. The International Network for the Study of Advanced Urban Marginality.|2012.0|||eduardo_marques_paris_2012.pdf|||
75|Artigo|MARQUES, Eduardo; CASTELLO, Graziela; BICHIR, Renata M.  Redes Pessoais e Vulnerabilidade Social em São Paulo e Salvador. Revista USP, Dossiê Redes Sociais, n. 92, pp. 32-45, dez./2011-fev./2012.|2012.0|||1223-marques_castelo_bichir_revistausp_92_2012_34881-40906-1-SM.pdf|||
76|Artigo|MARQUES, E. C.; BICHIR, R.; CASTELO, G; MOYA, M.E. Social Networks, Poverty and Neighborhoods in Two Brazilian Cities. Artigo apresentado em “XVII ISA World Congress of Sociology”, evento realizado em Gotemburgo, Suécia, em Junho de 2010.|2010.0|||gotemburgo.pdf|||
77|Artigo|MARQUES, E. C. Searching for the relational mechanism behind poverty and inequality. Apresentado no Seminário da rede de pesquisa Urban Outcasts, realizado em Edimburgo em 2010.|2010.0|||mechanisms_networks.pdf|||
78|Artigo|MARQUES, E. C. ¿Como son las redes de los individuos en situación de pobreza en el Brasil urbano? Redes, Revista Hispana para el Análisis de Redes Sociales. , v.18, p.219 - 251, 2010.|2010.0|||Emarques_2009.doc|||
79|Artigo|MARQUES, E. C. As redes importam para o acesso de bens e serviços obtidos fora de mercados? Artigo apresentado no 33º Encontro Anual da ANPOCS (Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais), Caxambu-MG, de 26 a 30 de outubro de 2009.|2009.0|||anpocs2009.pdf|||
80|Artigo|MARQUES, E. C. Como são as redes de indivíduos em situação de pobreza no Brasil Urbano? Artigo apresentado no Encontro Nacional da ANPUR – 2009 – Florianópolis-SC.|2009.0|||anpur2009.pdf|||
81|Artigo|MARQUES, E. C. As redes sociais importam para a pobreza. Artigo apresentado em “LASA 2009: Rethinking Inequalities. XXVIII International Congress of the Latin American Studies Association (LASA)”, realizado entre 11 e 14 de Junho de 2009.|2009.0|||artigolasa2009.pdf|||
82|Artigo|MARQUES, E. C. As redes sociais importam para a pobreza urbana? Revista Dados, Vol. 52, No 2, de 2009.|2009.0|||dados2009.pdf|||
83|Artigo|MARQUES, E. C; BICHIR, R.; MOYA, M.E.; ZOPPI, M.; PANTOJA, I.; PAVEZ, T. Personal Network and Urban Poverty: Preliminary Findings. Brazilian Review of Political Science, v2, n1, January - June 2008.|2008.0|||BPSR_v2_n1_jun2008_01.pdf|||
84|Artigo|MARQUES, Eduardo - Espaço e grupos sociais na virada do século XXI ( download arquivo - 988 KB ) - Seminário sobre estrutura social e segregação espacial – São Paulo, Rio de Janeiro e Paris, São Paulo - SP, 2004.|2004.0|||grupos_edu.pdf|||
85|Artigo|MARQUES, Eduardo e SARAIVA, Camila - A dinâmica social das favelas da região metropolitana de São Paulo ( download arquivo - 285 KB ) - Seminário sobre estrutura social e segregação espacial – São Paulo, Rio de Janeiro e Paris, São Paulo - SP, 2004.|2004.0|||favelas_edu.pdf|||
86|Artigo|MARQUES, Eduardo e BICHIR, Renata M . - Investimentos públicos, infra-estrutura urbana e produção da periferia em São Paulo ( download arquivo - 1.858 KB ) - In: Revista Espaço e Debates, nº 42, 2001.|2001.0|||marques_bichir_esp_deb.pdf|||
87|Artigo|MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. “Redes Pessoais e Pobreza em São Paulo.” In: DIAS, L. (org.) O uso das redes sociais nas Ciências Humanas. Florianópolis: Ed. da UFSC, 2007. Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais (ANPOCS), 2007.|2007.0|||Anpocs2007ColetivoFinal.pdf|||
88|Artigo|"MARQUES, E.; BICHIR, R.; PAVEZ, T.; ZOPPI, M.; MOYA, M.E.; PANTOJA, I. ""Personal Networks and Poverty: Preliminary Considerations for Public Policies"". Artigo apresentado na Conferência Internacional ""Urban justice and sustainability"", International Sociological Association/RC21, Vancouver, Canadá, 2007."|2007.0|||marques.pdf|||
89|Artigo|MOYA, Maria Encarnacion; MARQUES, Eduardo. Échanges sociaux et mécanismes relationnels à São Paulo et Salvador. Brésil(s). Sciences humaines et sociales, n.3, 2013.|2013.0|http://www.msh-paris.fr/news/news/article/bresils-sciences-humaines-et-sociales-n3-heterotopies-urbaines/|Fonte||||
90|Artigo|TORRES, Haroldo da Gama; Marques, Eduardo; Ferreira, Maria Paula; Bitar, Sandra. Poverty and Space: Patterns of Segregation in São Paulo. (download arquivo - 330 KB) - Trabalho apresentado no seminário Spatial Segregation in Latin America. Austin , Texas . Novembro, 15-16, 2002.|2002.0|||marques.pdf|||
91|Artigo|TORRES, Haroldo e BICHIR, Renata. Residential segregation in São Paulo: consequences for urban policies. (download arquivo - 633 KB) - Texto apresentado na “Conference on spatial differentiation and governance in the Americas”, realizada no Texas de 17 a 19 de novembro de 2005. Mimeo.|2005.0|||Texas_ing_final-c1.pdf|||
92|Artigo|TORRES, Haroldo da Gama; BICHIR, Renata Mirandola e PAVEZ, Thais. “Uma pobreza diferente? Mudanças no padrão de consumo da população de baixa renda.” Revista Novos Estudos. São Paulo: Cebrap, mar. 2006, n.74, p.17-22.|2006.0|||haroldo_renata_thais_uma_pobreza_diferente.pdf|||
93|Artigo|TORRES, Haroldo da Gama e MARQUES, E . - Pobreza e distribuição espacial de grupos sociais na metrópole de São Paulo(download arquivo - 630 KB) Cadernos Adenauer, 2004, no prelo, São Paulo-SP.|2004.0|||Adenauer-ed-har.pdf|||
94|Artigo|TORRES, Haroldo da Gama e MARQUES, E . - Tamanho populacional das favelas paulistanas. Ou os grandes números e a falência do debate sobre a metrópole (download arquivo - 225 KB) - Paper para a apresentação no Encontro da Associação Brasileira de Estudos Populacionais - Ouro Preto - MG, 2002.|2002.0|||abep2002.pdf|||
95|Artigo|TORRES, Haroldo da Gama e MARQUES, E. - Reflexões sobre a hiperferiferia: novas e velhas faces da pobreza no entorno metropolitano (download arquivo - 1021 KB) - Revista Brasileira de Estudos Urbanos e Regionais, n.4, 2001.|2001.0|||torres_marques.pdf|||
